"BEVOEGD GEZAG NUMMER","BEVOEGD GEZAG NAAM","STRAATNAAM","HUISNUMMER-TOEVOEGING","POSTCODE","PLAATSNAAM","GEMEENTENUMMER","GEMEENTENAAM","DENOMINATIE","TELEFOONNUMMER","INTERNETADRES","STRAATNAAM CORRESPONDENTIEADRES","HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES","POSTCODE CORRESPONDENTIEADRES","PLAATSNAAM CORRESPONDENTIEADRES","KVK-NUMMER","ADMINISTRATIEKANTOORNUMMER"
"42640","Stichting algemeen bijzonder onderwijs de Liemers","Voltastraat","21","6902PT","ZEVENAAR","0299","ZEVENAAR","Algemeen bijzonder","0316226514","www.stichtingproles.nl","Voltastraat","21","6902PT","ZEVENAAR","51898616","744"
"42653","Stichting voor PC/RK Primair Onderwijs Middelburg/Vlissingen","Alexander Gogelweg","65","4384EV","VLISSINGEN","0718","VLISSINGEN","Samenwerking PC, RK","0118650232","www.onzewijs.nl","Alexander Gogelweg","65","4384EV","VLISSINGEN","59238410",""
"42656","Vereniging voor Protestants Christelijk Basisonderwijs in Noardwest Fryslân","Academiestraat","30","8801LJ","FRANEKER","1949","WAADHOEKE","Overige","0517391081","www.cbo-nwf.nl","Postbus","180","8800AD","FRANEKER","59649054","951"
"42658","Stichting Christel. Onderw. Bomm.waard","Oranjestraat","1-A","5308JW","AALST GLD","0297","ZALTBOMMEL","Protestants-Christelijk","0418671666","","Postbus","42","5306ZG","BRAKEL","59381299","136"
"42669","Stichting Kom Leren","Oranjeplein","201","6224KV","MAASTRICHT","0935","MAASTRICHT","Algemeen bijzonder","0434100300","www.kom-leren.nl","Oranjeplein","201","6224KV","MAASTRICHT","59649097","401"
"42674","Stichting Democratisch Onderwijs De Vallei","Fazantstraat","2","6665AX","DRIEL","1734","OVERBETUWE","Algemeen bijzonder","0267370308","www.basisschooldevallei.nl","Lindelaan","23","6871DW","RENKUM","09148620","744"
"42676","Stichting De Verwondering","Bernhardlaan","23","1141CM","MONNICKENDAM","0852","WATERLAND","Overige","0655948602","www.basisschooldeverwondering.nl","Postbus","41","1140AA","MONNICKENDAM","57116741",""
"42679","Stichting Kronenburgh","Van Vredenburchweg","158","2284TT","RIJSWIJK ZH","0603","RIJSWIJK","Overige","0703998806","www.bs-kronenburgh.nl","Van Vredenburchweg","158","2284TT","RIJSWIJK ZH","57112363","413"
"42683","Stichting Meer Primair","Burgemeester Pabstlaan","10-D","2131XE","HOOFDDORP","0394","HAARLEMMERMEER","Samenwerking PC, RK","0235542350","","Postbus","223","2130AE","HOOFDDORP","60242736","706"
"42686","Stichting Islamitisch Onderwijs Noord-Holland","Willem van Coulsterstr","2","1962WN","HEEMSKERK","0396","HEEMSKERK","Overige","0251810152","www.ibselif.nl","Willem van Coulsterstr","2","1962WN","HEEMSKERK","57084106","706"
"42708","Stichting Lotus Primair Onderwijs","Hogevecht","138-C","1102HG","AMSTERDAM","0363","AMSTERDAM","","0652685654","www.lotussschool.nl","Hogevecht","138-C","1102HG","AMSTERDAM","60160209","136"
"42709","Stg Onderwijsgroep Zuid-Hollandse Waarden voor PO en VO","Hakwei","2","2992ZB","BARENDRECHT","0489","BARENDRECHT","Openbaar","0180642710","www.ozhw.nl","Postbus","206","2990AE","BARENDRECHT","62127721",""
"42715","Stichting School of Understanding Nederland","Pandora","4-5","1183KK","AMSTELVEEN","0362","AMSTELVEEN","Algemeen bijzonder","0202201900","www.schoolofunderstanding.nl","Pandora","4-5","1183KK","AMSTELVEEN","59779381","401"
"42719","Stichting Plateau openbaar onderwijs Assen","Laak","1","9406HX","ASSEN","0106","ASSEN","Overige","","","Postbus","136","9400AC","ASSEN","64279715","706"
"42723","Stichting Jenaplanschool Antonius Abt","Oberon","17","5221LT","'S-HERTOGENBOSCH","0796","S HERTOGENBOSCH","Overige","0738511200","","Postbus","80","3360AB","SLIEDRECHT","64557456","136"
"42724","Vereniging voor Chr PO op Reformatorische Grondslag in Zeeland te Middelburg","Elstarstraat","1-A","4421DV","KAPELLE","0678","KAPELLE","Overige","0118640989","","Elstarstraat","1-A","4421DV","KAPELLE","64677907","165"
"42728","Stichting De Buitenkans","Fluessen","8","8446MD","HEERENVEEN","0074","HEERENVEEN","Overige","0513435387","www.debuitenkans.frl","Fluessen","8","8446MD","HEERENVEEN","62892371",""
"42736","Stichting KIO","Wingerd","45","2742SC","WADDINXVEEN","0627","WADDINXVEEN","Overige","0182896900","www.ikcdenieuweschool.nl","Wingerd","45","2742SC","WADDINXVEEN","66280281","098"
"42738","Stichting Samenwerkingsscholen Voorne-Putten","Gemeenlandsedijk Noord","26-A","3216AG","ABBENBROEK","1930","NISSEWAARD","Openbaar","0181391044","","Gemeenlandsedijk Noord","26-A","3216AG","ABBENBROEK","66593093","168"
"42744","Stichting Floreant, Christelijk Primair Onderwijs Vechtdal","Sandbergstraat","2-A","7731DG","OMMEN","0175","OMMEN","Protestants-Christelijk","0529451028","www.floreantscholen.nl","Sandbergstraat","2-A","7731DG","OMMEN","67785948","715"
"42751","Stichting De Eigen Wijs","De Balk","2-D","1531PS","WORMER","0880","WORMERLAND","Algemeen bijzonder","0653942012","","Postbus","84","1530AB","WORMER","65224612","098"
"42754","Vereniging voor Prot. Chr. Basisonderwijs in de geTytsjerksteradiel","Elte Martens Beimastr","11-A","9261VG","EASTERMAR","0737","TYTSJERKSTERADIEL","Protestants-Christelijk","0512472594","www.pcbotdiel.nl","Elte Martens Beimastr","11-A","9261VG","EASTERMAR","68892640","780"
"42755","Stichting Samenwerkingsbestuur Primair Onderwijs West-Friesland","Dr. Nuijensstraat","74","1617KD","WESTWOUD","0498","DRECHTERLAND","Samenwerking Opb., RK","","","Dr. Nuijensstraat","74","1617KD","WESTWOUD","69159858","940"
"42759","De Akker, Stichting v prot-chr primair onderwijs in de gemeente Oldebroek e.o.","Veluwelaan","8","8091ER","WEZEP","0269","OLDEBROEK","Protestants-Christelijk","0383763118","www.vpcpodeakker.nl","Postbus","7","8090AA","WEZEP","69253528","638"
"42760","ZOK GG Tricht-Geldermalsen","Laan van Leeuwenstein","6","4191NB","GELDERMALSEN","0236","GELDERMALSEN","Overige","","","Laan van Leeuwenstein","6","4191NB","GELDERMALSEN","67601405","165"
"42761","Stichting Openbaar Basisonderwijs Hoogezand-Sappemeer","Gorecht-Oost","157","9603AE","HOOGEZAND","1952","MIDDEN-GRONINGEN","Openbaar","0598373737","","Postbus","75","9600AB","HOOGEZAND","70111537","136"
"42765","Stichting Openbaar Onderwijs Vlieland","Cort van der Lindenstr","1","8802RX","FRANEKER","1949","WAADHOEKE","Openbaar","0517395900","https://www.annamaria.nl","Cort van der Lindenstr","1","8802RX","FRANEKER","71005633","951"
"42767","Stichting Integrale Streekschool Hoenderloo","Krimweg","70","7351AZ","HOENDERLOO","0200","APELDOORN","Algemeen bijzonder","0651582949","","Krimweg","70","7351AZ","HOENDERLOO","67905226","780"
"42768","Stichting HAPPY KIDS Education","Voorveldselaan","4","3573PV","UTRECHT","0344","UTRECHT","Overige","0615186516","www.happykids.school","Augusto Sandinostraat","128","3573ZG","UTRECHT","67938892",""
"42769","Stichting Leren in de Tussenruimte","Rapenburgerstraat","109","1011VL","AMSTERDAM","0363","AMSTERDAM","Overige","","","Overtoom","249-B","1054HW","AMSTERDAM","65555589","222"
"42788","Stichting Samenlevingsscholen","Eendrachtsplein","1","8355DL","GIETHOORN","1708","STEENWIJKERLAND","Protestants-Christelijk","0521362520","","Eendrachtsplein","1","8355DL","GIETHOORN","69193266","780"
"42789","Stichting Jan Ligthartschool Westerbroek","Oudeweg","74","9608PN","WESTERBROEK","1952","MIDDEN-GRONINGEN","Openbaar","0504041903","www.janligthartschool-westerbroek.nl","Postbus","80","3360AB","SLIEDRECHT","69255644","136"
"42836","Ver. verstrekken basisonderw. gereform. grondslag te Yerseke","Jolstraat","1","4401JC","YERSEKE","0703","REIMERSWAAL","Protestants-Christelijk","0113571678","","Postbus","104","4400AC","YERSEKE","40309553","165"
"42980","Stg. tot het Verstr. van Bas. ond. op Geref. Grondsl.","Stationsstraat","67","3905JH","VEENENDAAL","0345","VEENENDAAL","Protestants-Christelijk","0318629525","","Stationsstraat","67","3905JH","VEENENDAAL","41179060","606"
"43005","Ver. tot het Verstr. van Ond. op Geref. Grondslag Terneuzen","Leeuwenlaan","10","4532AD","TERNEUZEN","0715","TERNEUZEN","Reformatorisch","0115620590","","Leeuwenlaan","10","4532AD","TERNEUZEN","40302044","413"
"43175","Ver. tot het verstr. van Chr. Ond. op Ref. Grondslag te Zwijndrecht","Swanendrift","78","3332RN","ZWIJNDRECHT","0642","ZWIJNDRECHT","Reformatorisch","0786120899","www.hellenbroekschool.nl","Swanendrift","78","3332RN","ZWIJNDRECHT","40321508","165"
"43188","Stg. Reformatorisch Onderwijs voor Woerden en omgeving","Irisstraat","2","3442XH","WOERDEN","0632","WOERDEN","Reformatorisch","0348416036","www.jandebakkerschool.nl","Irisstraat","2","3442XH","WOERDEN","41172485","165"
"43227","Stg. PCPO Capelle a.d. IJssel en Krimpen aan den IJssel","Kanaalweg","67","2903LR","CAPELLE AAN DEN IJSSEL","0502","CAPELLE AAN DEN IJSSEL","Protestants-Christelijk","0104512197","www.stichtingpcpo.nl","Kanaalweg","67","2903LR","CAPELLE AAN DEN IJSSEL","41126311","136"
"43305","Stichting Kathol. Onderw. Vierlingsbeek","Theobaldusweg","54","5825BL","OVERLOON","0756","BOXMEER","Rooms-Katholiek","0478641614","www.josefschool.nl","Theobaldusweg","54","5825BL","OVERLOON","41081052","606"
"43318","Katholieke Scholenstichting Fectio","Pelmolen","19","3994XX","HOUTEN","0321","HOUTEN","Rooms-Katholiek","0306381121","www.ksfectio.nl","Pelmolen","19","3994XX","HOUTEN","41178596",""
"43383","Ver. CO op Reformat. Grondslag te Barendrecht","Dorpsstraat","184","2992AB","BARENDRECHT","0489","BARENDRECHT","Reformatorisch","0180615413","www.rehobothbarendrecht.nl","Dorpsstraat","184","2992AB","BARENDRECHT","40341542","165"
"43487","Stichting Oeverwal","Van Heemstraweg","53","6651KH","DRUTEN","0225","DRUTEN","Samenwerking Opb., PC, RK","0487524240","www.oeverwal.nl","Van Heemstraweg","53","6651KH","DRUTEN","41055681",""
"43824","Schoolvereniging Uitgaande vd Gereformeerde Gemeente Kampen","Akelei","5","8265KA","KAMPEN","0166","KAMPEN","Protestants-Christelijk","0383317424","www.gvpschoolkampen.nl","Akelei","5","8265KA","KAMPEN","40059818","165"
"43825","Stichting Katholiek Onderwijs Raamsdonk","Kerkstraat","33","4944XB","RAAMSDONK","0779","GEERTRUIDENBERG","Rooms-Katholiek","0162512055","www.dehogewaai.nl","Kerkstraat","33","4944XB","RAAMSDONK","41099083","413"
"43864","Stichting Bijzonderwijs","Schonerwoerdstraat","1-B","1107GA","AMSTERDAM","0363","AMSTERDAM","Algemeen bijzonder","0206999655","www.bijzonderwijs.nl","Schonerwoerdstraat","1-B","1107GA","AMSTERDAM","41200207","780"
"43928","Vereniging voor C.O. in Papendrecht en Sliedrecht","Dr. Langeveldplein","16","3361HE","SLIEDRECHT","0610","SLIEDRECHT","Protestants-Christelijk","0184499519","www.vcops.nl","Postbus","1259","3350CG","PAPENDRECHT","40321609","136"
"43967","Stichting Katholiek Onderwijs Drimmelen","Romboutsstraat","72","4921EJ","MADE","1719","DRIMMELEN","Rooms-Katholiek","0162684990","www.skod.org","Postbus","23","4920AA","MADE","41099013","947"
"44071","Vereniging tot het verstrekken bas.ond. Ger. Gr.sl. Grafhors","Branderdijk","12","8277AL","GRAFHORST","0166","KAMPEN","Protestants-Christelijk","0383332635","www.smdbhetvisnet.nl","Branderdijk","12","8277AL","GRAFHORST","40059903","165"
"44175","Vereniging 'Een School met de Bijbel'","Noordstraat","1","3371SP","HARDINXVELD-GIESSENDAM","0523","HARDINXVELD-GIESSENDAM","Protestants-Christelijk","","","Postbus","54","3370AB","HARDINXVELD-GIESSENDAM","40321281","165"
"44201","Onderwijsstichting KempenKind","Mortel","1","5521TP","EERSEL","0770","EERSEL","Rooms-Katholiek","0497516337","www.kempenkind.nl","Postbus","219","5520AE","EERSEL","41090030","947"
"44318","Hervormde Ver. Chr. Onderwijs te IJsselmuiden","Drostenstraat","1-A","8271TC","IJSSELMUIDEN","0166","KAMPEN","Protestants-Christelijk","0383316435","www.rehoboth-ijsselmuiden.nl","Groenendael","226","8271EM","IJSSELMUIDEN","40059908","715"
"44397","Stichting Samenwerkingsbestuur Primair Onderw. Venray/Regio","Eindstraat","20","5801CR","VENRAY","0984","VENRAY","Samenwerking Opb., PC, RK, Alg","0478516215","www.spovenray.nl","Eindstraat","20","5801CR","VENRAY","41062141",""
"45000","Stichting Primenius","Scholtenswijk","10","9665KN","OUDE PEKELA","0765","PEKELA","Rooms-Katholiek","0597676955","www.primenius.nl","Postbus","12","9665ZG","OUDE PEKELA","41015441","780"
"45059","Sticht. De Werf v. onderw. op grondsl. vr. pers.heidsvorming","Koperslagerstraat","2","1544CA","ZAANDIJK","0479","ZAANSTAD","Algemeen bijzonder","0756283426","www.basisschooldewerf.nl","Koperslagerstraat","2","1544CA","ZAANDIJK","40617108","136"
"45189","Stichting Katholiek Onderwijs in de Parochie van de Allerheiligste Drieeenheid","Bispinckpark","31","2061SG","BLOEMENDAAL","0377","BLOEMENDAAL","Rooms-Katholiek","0235255589","www.dejosephschool.nl","Bispinckpark","31","2061SG","BLOEMENDAAL","41223020","136"
"45722","Ver. tot het Verstr. van Ond. op Geref. Grondslag te Teuge","Zandenallee","18","7395PC","TEUGE","0285","VOORST","Protestants-Christelijk","0553231483","www.eben-haezerschool.eu","Zandenallee","18","7395PC","TEUGE","40102185","165"
"45774","Ver. Verstrekken van Onderwijs Geref. Grondslag te Waarde","Groene Kruisstraat","12","4414AL","WAARDE","0703","REIMERSWAAL","Protestants-Christelijk","0113503042","www.cbsdenakker.nl","Groene Kruisstraat","12","4414AL","WAARDE","40309277","165"
"45917","Vereniging voor Christel. Prim. Onderwijs","Anne Frankstraat","26","3207GA","SPIJKENISSE","1930","NISSEWAARD","Protestants-Christelijk","0181629298","www.vcpo-spijkenisse.nl","Anne Frankstraat","26","3207GA","SPIJKENISSE","40385022","168"
"45969","Stg. v. Protestants CBO in de Gemeente Voorst","H.W. Iordensweg","9","7391KA","TWELLO","0285","VOORST","Protestants-Christelijk","0571276949","www.pcbovoorst.nl","H.W. Iordensweg","9","7391KA","TWELLO","40101683","744"
"46021","Ver. tot het verstr. v. o.o.g. grondslag te Waardenburg","Notaris van Aalstweg","4","4181BC","WAARDENBURG","0304","NEERIJNEN","Protestants-Christelijk","","","Notaris van Aalstweg","4","4181BC","WAARDENBURG","40156501","165"
"46060","Ver. Instandh. Scholen Bijbel te Molenaarsgraaf e.o.","Dorpsstraat","13","2973AB","MOLENAARSGRAAF","1927","MOLENWAARD","Protestants-Christelijk","0184641480","www.cbsdebronmolenaarsgraaf.nl","Postbus","80","3360AB","SLIEDRECHT","40321160","136"
"46152","Ver. tot het Verstrekken bo op RG vd Noordoostpolder en omg.","Polarisstraat","17","8303AC","EMMELOORD","0171","NOORDOOSTPOLDER","Reformatorisch","0527620911","","Vogelsant","8","8303ZR","EMMELOORD","40059816","165"
"46243","Stichting Nutsschool Voorschoten","Elstlaan","6","2252LC","VOORSCHOTEN","0626","VOORSCHOTEN","Algemeen bijzonder","0715614097","www.nutsbasisschool.nl","Elstlaan","6","2252LC","VOORSCHOTEN","41165429","098"
"46385","Stichting Katholiek Onderwijs Bernardus Alfrink","Bomkade","16-18","3311JD","DORDRECHT","0505","DORDRECHT","Rooms-Katholiek","0786326200","www.skoba.nl","Bomkade","16-18","3311JD","DORDRECHT","41118080",""
"46463","Vereniging voor Christelijk Basisonderwijs te Tijnje","Master Roordawei","1","8406ES","TIJNJE","0086","OPSTERLAND","Protestants-Christelijk","0513571620","www.cbsderank.nl","Master Roordawei","1","8406ES","TIJNJE","40000388","780"
"46697","Ver. tot het verstr. Cbo/rm gs 'Boazschool' te Meliskerke","Valkenburgstraat","10","4365AC","MELISKERKE","0717","VEERE","Reformatorisch","0118561649","www.boazschool.nl","Valkenburgstraat","10","4365AC","MELISKERKE","40309696","165"
"46723","Stichting Rotterdamse Schoolvereniging","Schiedamsesingel","155","3012BB","ROTTERDAM","0599","ROTTERDAM","Algemeen bijzonder","0104138999","www.rsv.nl","Schiedamsesingel","155","3012BB","ROTTERDAM","41126799","413"
"46724","Stichting LIMA voor K.P.O. in Oost Gelre","Hutteweg","113","7071BV","ULFT","1509","OUDE IJSSELSTREEK","Rooms-Katholiek","0315215009","www.stichtinglima.nl","Postbus","14","7070AA","ULFT","41038008","947"
"46879","Stichting 'Het Rijnlands Lyceum'","Backershagenlaan","3","2243AB","WASSENAAR","0629","WASSENAAR","Algemeen bijzonder","0715730910","www.rijnlandslyceum.nl","Postbus","486","2240AL","WASSENAAR","41150857",""
"47100","Stichting Sint Josephscholen","Kelfkensbos","38","6511TB","NIJMEGEN","0268","NIJMEGEN","Rooms-Katholiek","0243818283","www.josephscholen.nl","Kelfkensbos","38","6511TB","NIJMEGEN","41055845","744"
"47322","Stg. Katholiek Basisonderwijs Haarlem-Schoten","Reviusstraat","1","2026SJ","HAARLEM","0392","HAARLEM","Rooms-Katholiek","0235376133","www.sintbavoschool.nl","Postbus","2515","2002RA","HAARLEM","41222886","136"
"47438","Ver. Stichting/Instandhouding Scholen met de Bijbel De Valk","Hoge Valkseweg","37","6741GK","LUNTEREN","0228","EDE","Protestants-Christelijk","0318461889","","Hoge Valkseweg","37","6741GK","LUNTEREN","40121004","165"
"47595","Stg. Protestants-Christelijk Basis- en Orthopedag. Onderw.","Elzendaal","15","3075LS","ROTTERDAM","0599","ROTTERDAM","Protestants-Christelijk","0104191300","www.pcbo.nl","Postbus","50529","3007JA","ROTTERDAM","41126540","092"
"47659","Stichting Kathol. Basisonderwijs Borculo","Hoflaan","4","7271BR","BORCULO","1859","BERKELLAND","Rooms-Katholiek","0545272573","www.jorisschool.nl","Postbus","159","7000AD","DOETINCHEM","41038632","744"
"47685","Ver. Stg./Inst. Scholen Bijbel te Overwoud bij Lunteren","Ruitenbeekweg","111","6741HB","LUNTEREN","0228","EDE","Protestants-Christelijk","0342417222","www.ruitenbeekschool.nl","Ruitenbeekweg","111","6741HB","LUNTEREN","40120868","165"
"47867","Verenig. voor Chr. Onderwijs op Reformatorische Grondslag","Prof. Waterinklaan","43","3312KM","DORDRECHT","0505","DORDRECHT","Reformatorisch","0786160834","www.vcorg.nl","Eikenlaan","94","3319SE","DORDRECHT","40321463","165"
"47920","Stichting Dynamiek Scholengroep","Expeditiestraat","3-A","5961PX","HORST","1507","HORST AAN DE MAAS","Samenwerking Opb., RK","0774678020","www.dynamiek.nu","Postbus","6162","5960AD","HORST","41062711",""
"47932","Ver. tot Verstrek. Bas.onderw. op Reformatorische Grondslag","Kerkplein","2-A","5317JT","NEDERHEMERT","0297","ZALTBOMMEL","Reformatorisch","0418552280","www.wegwijzernederhemert.nl","Molenstraat","73","5317JE","NEDERHEMERT","40156019","165"
"47945","Schoolbestuur voor neutraal primair onderwijs tussen Lauwers en Eems-stichting","Noorderstraat","13","9989AA","WARFFUM","1651","EEMSMOND","Algemeen bijzonder","0595424955","www.lauwerseneems.nl","Postbus","10","9989ZG","WARFFUM","02076262",""
"47959","Stichting voor Primair Onderwijs Regio Helden","Kerkstraat","32","5981CG","PANNINGEN","1894","PEEL EN MAAS","Rooms-Katholiek","0773079748","www.prisma-spo.nl","Postbus","7192","5980AD","PANNINGEN","41062770",""
"48101","Stichting Xpect Primair","J. Asselbergsweg","38","5026RR","TILBURG","0855","TILBURG","Rooms-Katholiek","0134648230","www.xpectprimair.nl","Postbus","6028","5002AA","TILBURG","41095503",""
"48348","OPTIMUS stg. kath.,prot.-chr./ en interconfess. primair ond.","Molenstraat","19","5431BW","CUIJK","1684","CUIJK","Rooms-Katholiek","0485318910","www.optimusonderwijs.nl","Postbus","315","5430AH","CUIJK","41081122",""
"48622","Stichting de Amsterdamse Montessorisch.","Willem Witsenstraat","14","1077AZ","AMSTERDAM","0363","AMSTERDAM","Algemeen bijzonder","0203057878","www.de-ams.nl","Postbus","9853","1006AN","AMSTERDAM","41197261","222"
"48933","School Bestuur Johannes Calvijnschool Urk","Holkenkamp","99","8321AZ","URK","0184","URK","Reformatorisch","0527688349","","Postbus","127","8320AC","URK","","165"
"49180","Utrechtse Schoolvereniging","Frans Halsstraat","22-A","3583BP","UTRECHT","0344","UTRECHT","Algemeen bijzonder","0302511435","www.usvschool.nl","Frans Halsstraat","22-A","3583BP","UTRECHT","40476962","401"
"49844","Stg tot instandh en opr van één of meer basissch en sch voor voortgezet onderw","Holkenkamp","99","8321AZ","URK","0184","URK","Reformatorisch","0527688349","","Postbus","127","8320AC","URK","41022842","165"
"49960","Vereniging voor Gereformeerd Onderwijs","Flevolaan","9-1 HG","3752DA","BUNSCHOTEN-SPAKENBURG","0313","BUNSCHOTEN","Gereformeerd vrijgemaakt","0332981383","www.vvgo.nl","Postbus","128","3750GC","BUNSCHOTEN-SPAKENBURG","40506022","638"
"50104","Ver. v. Prot.-Chr. Basisond. te Ureterp","Foareker","21","9247AA","URETERP","0086","OPSTERLAND","Protestants-Christelijk","0512301771","www.deopdracht.nl","Foareker","21","9247AA","URETERP","40000263","780"
"50129","Stichting Essentius","St Lidwinastraat","1","7075AK","ETTEN GLD","1509","OUDE IJSSELSTREEK","Rooms-Katholiek","0315617013","www.essentius.nl","Postbus","23","7060AA","TERBORG","41046798","744"
